title,authors,year,venue,doi,url,abstract
WFR-Guard: detecting poisoned training patterns via watermark anchors and randomized feature projections,"Hameed, Sana; Cui, Xiaohui; Imran, Naveed; Aurangzeb, Khursheed; Abdul, Wadood",2026,Journal of King Saud University - Computer and Information Sciences,10.1007/s44443-026-01139-x,https://www.scopus.com/pages/publications/105048733740?origin=resultslist,"Pattern recognition systems are now being deployed in high-stakes environments where data integrity is critical, but often untrusted. Data-poisoning attacks are a serious threat, allowing attackers to inject malicious samples that change the behavior of the model while keeping the validation accuracy seemingly unchanged. We propose WFR-Guard, a security-motivated, model-agnostic defense framework that combines cryptographic watermarking (WM) with randomized feature verification. WFR-Guard embeds imperceptible least significant bit (LSB) watermarks into trusted data subsets to enable verifiable provenance, while epoch-wise random projection disrupts adversarial alignment without requiring changes to the classifier architecture or a separate post-hoc retraining stage. We formalize a cryptographic security game, and bound the adversary’s success probability to below 3%. Extensive experiments on CIFAR-10, GTSRB, and PathMNIST under label flipping (LF), feature collision (FC), BadNets backdoor (BD), blended trigger (BT), and adaptive mimicry (AM) attacks demonstrate that WFR-Guard maintains ≥89% detection accuracy (DA) even at 50% poisoning intensity, while preserving clean-data accuracy up to 98.5%. The defense achieves low FPR, strong white-box robustness, and lightweight inference overhead (∼2.3 ms per image). These results establish WFR-Guard as a practical, verifiable solution for securing high-confidence pattern recognition systems against a wide range of data-poisoning attacks. The framework is particularly relevant for safety-critical applications where corrupted training data can lead to severe operational consequences, including intelligent transportation systems and AI-assisted healthcare platforms. © The Author(s) 2026."
Robust and Minimally Invasive Watermarking for EaaS,"Wang, Zongqi; Wu, Baoyuan; Deng, Jingyuan; Yang, Yujiu",2025,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2025.findings-acl.112,https://www.scopus.com/pages/publications/105028585978?origin=resultslist,"Embeddings as a Service (EaaS) is emerging as a crucial role in AI applications. Unfortunately, EaaS is vulnerable to model extraction attacks, highlighting the urgent need for copyright protection. Although some preliminary works propose applying embedding watermarks to protect EaaS, recent research reveals that these watermarks can be easily removed. Hence, it is crucial to inject robust watermarks resistant to watermark removal attacks. Existing watermarking methods typically inject a target embedding into embeddings through linear interpolation when the text contains triggers. However, this mechanism results in each watermarked embedding having the same component, which makes the watermark easy to identify and eliminate. Motivated by this, in this paper, we propose a novel embedding-specific watermarking (ESpeW) mechanism to offer robust copyright protection for EaaS. Our approach involves injecting unique, yet readily identifiable watermarks into each embedding. Watermarks inserted by ESpeW are designed to maintain a significant distance from one another and to avoid sharing common components, thus making it significantly more challenging to remove the watermarks. Moreover, ESpeW is minimally invasive, as it reduces the impact on embeddings to less than 1%, setting a new milestone in watermarking for EaaS. Extensive experiments on four popular datasets demonstrate that ESpeW can even watermark successfully against a highly aggressive removal strategy without sacrificing the quality of embeddings. © 2025 Association for Computational Linguistics."
Backdoor-based Watermarking in Multi-Client Split Learning,"Zhao, Yao; Zhao, Juan; Tari, Zahir; Sohrabi, Nasrin; Xiao, Fu",2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2026.3712080,https://www.scopus.com/pages/publications/105044732717?origin=resultslist,"Split learning (SL) partitions a deep neural network (DNN) into client-side and server-side models, with clients se quentially training the client-side model to reduce local computation. As SL adoption increases, protecting the model's intellectual property to acknowledge clients' joint contributions becomes critical. Model watermarking is a promising solution. However, existing schemes, designed for centralized training or adapted from collaborative frameworks, are not applicable to SL, especially in multi-client settings. This is because the sequential training nature of SL introduces three unique challenges: (1) server-side training can erase client-inserted watermarks; (2) shared client-side models allow later clients to overwrite earlier watermarks; and (3) malicious clients can deliberately remove legitimate watermarks. This paper presents the first study on watermarking DNNs in multi-client SL, proposing two methods: MarkSplit for benign environments and MarkSplit+ for adversarial settings with malicious clients. Both leverage a novel watermark sample generation technique named Color Shape-ID. Specifically, MarkSplit jointly trains main-task and watermark samples within a three-tiered structure (mini-local, local, and global rounds), while MarkSplit+ enhances robustness at the cost of increased resource consumption by dynamically adjusting watermark sample counts per client based on water mark detection accuracy. Experiments demonstrate that both methods maintain high fidelity and robustness, achieving ∼98% watermark detection accuracy with only a ∼3% main-task accuracy drop on average. © 2004-2012 IEEE."
Enhancing watermarking robustness and invisibility with growth optimizer and improved LU decomposition,"Jiao, Shuai; Qiu, Yunfei; Su, Qingtang; Shi, Chongyu; Liu, Ziyang",2025,Optik,10.1016/j.ijleo.2025.172353,https://www.scopus.com/pages/publications/105003084555?origin=resultslist,"With the rapid advancement of network technology, the transmission of digital multimedia has accelerated, making copyright protection increasingly critical. To address the challenge of balancing invisibility and robustness in digital watermarking, an enhanced watermarking scheme based on the Growth Optimizer (GO) and improved LU decomposition is proposed in this paper. By utilizing the high-similarity positions of the L-matrix, which align with the maximum value positions of the first column in the original matrix block, the watermark is embedded and extracted directly in the spatial domain, reducing computational complexity. The key contributions of this paper are: (1) The L-matrix block, obtained after using LU decomposition to decompose an image block in the spatial domain, has a higher similarity on the position of the maximum value in the first column of the original pixel block. (2) Innovatively applying the GO to determine the optimal embedding modification and effectively balance invisibility and robustness. (3) Applying the geometric correction to restore the watermarked image affected by geometric attack and to improve resistance. Experimental results show that the proposed method achieves a PSNR above 40 dB and an SSIM above 0.98, ensuring high invisibility while demonstrating superior robustness compared to existing methods. This approach effectively balances invisibility and robustness in digital watermarking. © 2025 Elsevier GmbH"
FareMark: Model-Watermark-Driven Free-Rider Detection in Federated Learning Model,"Li, Li; Zhang, Xinpeng; Wu, Hanzhou; Feng, Guorui; Zhang, Weiming",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3587745,https://www.scopus.com/pages/publications/105010324766?origin=resultslist,"Federated learning (FL) is increasingly adopted in Internet of Things (IoT) ecosystems, where distributed devices collaboratively train machine learning models while preserving data privacy. Well-trained models have high commercial value. If stolen, it will severely harm the interests of the model owner. In FL, a free-rider client can avoid contributing data or computing resources by establishing a deceptive local model and illegally obtaining the valuable global model for free, undermining the central server’s interests. While existing model watermarking methods primarily concentrate on identifying deep learning model misuse, they fail to adequately tackle the issue of identifying free-riders. To address such an issue, this article presents a box-free watermarking scheme that enables multiple clients who participated in the training to embed private watermarks within the jointly trained federated deep learning model, while the free rider cannot if he did not participate in the training. To avoid conflicts between different clients, each client selects a unique trigger class and embeds watermarks into the global model during the training process. Furthermore, we propose a memory-enhancing local updating strategy to effectively fuse different watermarks into the global model. The proposed method can assist the center in identifying free-rider clients while also safeguarding the FL model’s intellectual property rights. The efficiency of the embedded watermarks is validated by experiments conducted on different models, and the performance of the resilience across various training settings and the robustness against different watermark removal methods are also tested. © 2014 IEEE."
DeepEclipse: How to Break White-Box DNN-Watermarking Schemes,"Pegoraro, Alessandro; Segna, Carlotta; Kumari, Kavita; Sadeghi, Ahmad-Reza",2024,Proceedings of the 33rd USENIX Security Symposium,,https://www.scopus.com/pages/publications/85204986987?origin=resultslist,"Deep Learning (DL) models have become crucial in digital transformation, thus raising concerns about their intellectual property rights. Different watermarking techniques have been developed to protect Deep Neural Networks (DNNs) from IP infringement, creating a competitive field for DNN watermarking and removal methods. The predominant watermarking schemes use white-box techniques, which involve modifying weights by adding a unique signature to specific DNN layers. On the other hand, existing attacks on white-box watermarking usually require knowledge of the specific deployed watermarking scheme or access to the underlying data for further training and fine-tuning. We propose DeepEclipse, a novel and unified framework designed to remove white-box watermarks. We present obfuscation techniques that significantly differ from the existing white-box watermarking removal schemes. DeepEclipse can evade watermark detection without prior knowledge of the underlying watermarking scheme, additional data, or training and fine-tuning. Our evaluation reveals that DeepEclipse excels in breaking multiple white-box watermarking schemes, reducing watermark detection to random guessing while maintaining a similar model accuracy as the original one. Our framework showcases a promising solution to address the ongoing DNN watermark protection and removal challenges. © USENIX Security Symposium 2024.All rights reserved."
Simple Probability Truncation Improves Soft Red List Watermarks,"Gameiro, Henrique Da Silva; Kucharavy, Andrei",2026,Proceedings of Machine Learning Research,,https://www.scopus.com/pages/publications/105039484738?origin=resultslist,"Watermarking, whereby LLM outputs are steered to encode an easily identifiable digital signature, has recently gained attention as a potential solution for detecting synthetically generated text. However, watermarking schemes require tradeoffs between detectability (i.e., how easily the watermark can be identified by an algorithm) and quality of the generated text (i.e., the stylistic and semantic disruption to the normal generation of the LLM). In this work, we propose a simple extension to the Soft Red List watermark, Softer Red List, which enables higher detectability while maintaining text quality on par with non-watermarked text. Specifically, Softer Red List improves the classical red/green token algorithm by adding a probability truncation filter before boosting the probabilities tokens in the green list. Despite its simplicity, Softer Red List matches or exceeds the performance of previously published LLM watermarking schemes, notably achieving a better detection rate at a low false positive rate (FPR) than SynthID in the disinformation detection setting, all while maintaining comparable perplexity and better reasoning capacities. We provide the watermark implementation for the Transformers library here: https://github. com/Reliable-Information-Lab-HEVS/ softer-red-list-llm-watermark. © 2026 ML Research Press. All rights reserved."
The Technique of Embedding Digital Watermarks in Metadata and Annotations of Kotlin Bytecode,"Mokrinskii, Nikita; Sharikov, Pavel; Krasov, Andrey",2026,"Proceedings - 2026 International Russian Smart Industry Conference, SmartIndustryCon 2026",10.1109/SmartIndustryCon68821.2026.11492892,https://www.scopus.com/pages/publications/105040905581?origin=resultslist,"This article discusses approaches and techniques for embedding a digital watermark in metadata and annotations of Kotlin bytecode. A detailed analysis of digital watermark embedding techniques was proposed, followed by a study of the advantages and disadvantages in the fields of metadata and annotations to create our own methodology representing a new approach. Based on the research conducted, a full-fledged result was formed, which provides comparative characteristics of each of the proposed approaches with subsequent recommendations for use. These results are of value to software developers, security auditors, and researchers in the fields of intellectual property protection and bytecode analysis. © 2026 IEEE."
DataDetective: Dataset Watermarking for Leaker Identification in ML Training,"Wegerhoff, Noa; Shapira, Avishag; Elovici, Yuval; Shabtai, Asaf",2024,Frontiers in Artificial Intelligence and Applications,10.3233/FAIA240771,https://www.scopus.com/pages/publications/85213332847?origin=resultslist,"Data owners (distributors) often share machine learning (ML) datasets with third-party collaborators (agents) for various purposes. While such collaborations can be mutually beneficial, they also introduce the risk of data leakage, i.e., the deliberate or accidental disclosure of sensitive ML datasets to unauthorized parties. Consequently, distributors may lose their intellectual property, experience reduced revenue, or violate data privacy regulations. In this paper, we propose a novel black-box dataset watermarking approach called DataDetective, which not only detects the unauthorized use of protected datasets but also identifies the agent responsible for the leakage. DataDetective, which leverages a backdoor technique, is composed of two processes: In the dataset watermarking process a unique watermark signature is embedded into each agent's version of the dataset, which embeds detectable, agent-specific behaviors in any model trained on the data. In the leaker identification process the watermark signature embedded in a suspected model is identified and compared to the signatures of all agents, to identify the leaking agent. Extensive evaluations on benchmark datasets in the computer vision domain demonstrate our method's effectiveness; DataDetective achieved a perfect leaker identification rate with just 1% of the data watermarked. Moreover, DataDetective maintains the model's performance with a negligible impact on model accuracy. By providing a verifiable and robust solution for leaker attribution, DataDetective enhances accountability in collaborative ML environments. For more details, the code is available at https://github.com/NoaWegerhoff/data-detective. © 2024 The Authors."
A Robust Cloud-Enabled Watermarking Framework for Secure Ownership and Intellectual Property Protection of AI Models,"Gopikrishna, Vellaturi; Rao, Chaleendra Upendar; Meghana, G.; Valli, Kaila Sri; Sadvika, Usham; Sandeep, Rathod",2026,"Proceedings of 9th International Conference on Trends in Electronics and Informatics, ICOEI 2026",10.1109/ICOEI68323.2026.11541363,https://www.scopus.com/pages/publications/105042381156?origin=resultslist,"The AI models are rapidly expanding in cloud and commercial applications creating novel challenges like copying and redistributing AI models without permission and concerns regarding the intellectual property (IP) related to them. In the situation when a model is deployed and further shared or modified by non-experts, classic measures to protect the ownership such as encryption and access control are not effective anymore. In order to address this problem, the Cloud-Enabled Watermarking Framework has been introduced and is offered in this paper. It seeks to embed and de-embed a cryptographically resistant ownership watermark that is not noticeable by the user of the model. This model permits cloud validation of ownership and proof of ownership without exposing the model or any of the proprietary aspects of the watermarking. CIFAR-10 dataset and ResNet-18 architecture were used to test this. It was concluded that the watermark generated on the basis of the CIFAR-10 dataset led to a crucial (0.03) drop in the predictive power of the model. The watermark was still identifiable after the strategies of pruning, quantization, and fine-tuning of the models had been applied to the visual image, thus validating the strength of the watermark. It means that the answer can protect the implementation of AI models on the cloud and on the distributed settings. © 2026 IEEE."
Universal and Quality-Preserving Watermark Removal Based on Unpaired Learning,"Yan, Fangjun; Ji, Xiaojian; Dong, Li; Sun, Weiwei; Li, Yuanman",2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2025.3621004,https://www.scopus.com/pages/publications/105019571108?origin=resultslist,"Invisible image watermarking plays a critical role in safeguarding AI-generated images, yet current removal methods face practical limitations in real-world settings. They compromise image quality, are tailored to specific watermarking schemes, or depend on original-watermarked image pairs. These limitations hinder reliable evaluations of watermark robustness. In this work, we propose a universal and quality-preserving watermark removal method based on unpaired learning. Specifically, we implement a three-stage training framework in which we first pre-train the remover to denoise corrupted images. Then the discriminator is trained to distinguish watermarked images from original ones. Finally, the remover and the discriminator are jointly trained in an adversarial manner to further strengthen the watermark elimination capability of the remover while enhancing image quality. Evaluated across various watermarking schemes, our method achieves watermark extraction error rates close to random guessing while maintaining high visual quality. This work reveals that most existing watermarking methods lack sufficient robustness. © 2025 IEEE."
Watermarking Pseudorandom Functions: Stronger Security from General Assumptions,"Yang, Rupeng; Yu, Zuoxia; Susilo, Willy",2026,Lecture Notes in Computer Science,10.1007/978-3-032-26734-4_5,https://www.scopus.com/pages/publications/105041154807?origin=resultslist,"A software watermarking scheme enables one to embed a message into a program while preserving its input/output behavior. In addition, the embedded message cannot be removed without significantly changing the functionality of the watermarked program. Prior works in this direction mainly focus on watermarking pseudorandom functions (PRFs), which embeds a message into a PRF key. In this work, we revisit the security definition for watermarkable PRFs, and consider security against a more powerful adversary that can additionally query an evaluation oracle, which evaluates the PRF with the (watermarked) PRF keys. Surprisingly, this natural security requirement is overlooked in previous studies on watermarkable PRFs. To close the gap, we construct watermarkable PRFs that are secure with evaluation queries. The scheme can be constructed purely from general primitives, namely, public key encryption. This stands in sharp contrast to previous constructions of watermarkable PRFs, where algebraic assumptions like LWE or even heavy tools such as indistinguishability obfuscation are usually needed. Moreover, our construction achieves many desirable features, such as message embedding, public marking, and security with extraction queries, which essentially match existing constructions from standard algebraic assumptions. Besides, only a few cheap symmetric-key operations are needed to evaluate our watermarkable PRF, making it potentially practical. © International Association for Cryptologic Research 2026."
On the Coexistence and Ensembling of Watermarks,"Petrov, Aleksandar; Agarwal, Shruti; Torr, Philip; Bibi, Adel; Collomosse, John",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048513378?origin=resultslist,"Watermarking, the practice of embedding imperceptible information into media such as images, videos, audio, and text, is essential for intellectual property protection, content provenance and attribution. The growing complexity of digital ecosystems necessitates watermarks for different uses to be embedded in the same media. However, to detect and decode all watermarks, they need to coexist well with one another. We perform the first study of coexistence of deep image watermarking methods and, contrary to intuition, we find that various open-source watermarks can coexist with only minor impacts on image quality and decoding robustness. The coexistence of watermarks also opens the avenue for ensembling watermarking methods. We show how ensembling can increase the overall message capacity and enable new trade-offs between capacity, accuracy, robustness and image quality, without needing to retrain the base models. © 2025 Neural information processing systems foundation. All rights reserved."
Holo-Code: A Robust and Statistically Lossless Holographic Watermarking Framework for AIGC in Cloud-Edge IoT,"Fu, Hang; Cui, Yu; Wang, Licheng; Duan, Junke; Zhu, Liehuang",2026,IEEE Internet of Things Journal,10.1109/JIOT.2026.3684800,https://www.scopus.com/pages/publications/105036125600?origin=resultslist,"The proliferation of AI-generated content (AIGC) within cloud-edge Internet of Things (IoT) ecosystems necessitates robust provenance mechanisms to ensure copyright protection and forensic traceability. However, the open distribution mechanism of AIGC exposes proprietary assets to risks of unauthorized replication and misuse. While watermarking offers a solution, existing schemes face a critical dilemma in IoT environments; they are either computationally expensive for edge deployment or structurally fragile against the dual threats of unpredictable IoT transmission failures and post-distribution image manipulations. To overcome these limitations, we propose Holo-Code, a robust and statistically lossless watermarking architecture based on a decoupled channel-coding paradigm. We introduce a holographic topological transformation to globally disperse watermark information across the latent representation. This mechanism mathematically converts structural data loss into uniform random erasures, which are robustly recovered via concatenated error correction coding. Furthermore, Holo-Code incorporates a distribution whitening mechanism that ensures the embedded signal is statistically indistinguishable from the standard Gaussian prior, thereby preserving the high fidelity of generated images. Extensive experiments validate that Holo-Code achieves a superior tradeoff between robustness, quality, and efficiency. The framework guarantees reliable traceability across multiple generative models even under extreme composite degradations, seamlessly surviving heavy quantization from edge fallback mechanisms combined with severe structural occlusion. Moreover, as a training-free intervention, Holo-Code executes the complete forensic extraction on standard central processing units (CPUs) and achieves highly efficient identity retrieval against a database of one million users, establishing it as a practical solution for real-time AIGC provenance in large-scale IoT networks. © 2014 IEEE."
Performance-Lossless Black-Box Model Watermarking,"Zhao, Na; Chen, Kejiang; Zhang, Weiming; Yu, Nenghai",2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2025.3622253,https://www.scopus.com/pages/publications/105019674608?origin=resultslist,"With the development of deep learning, high-value and high-cost models have become valuable assets, and related intellectual property protection technologies have become a hot topic. However, existing model watermarking work in black-box scenarios originates mainly from training-based backdoor methods, which probably degrade primary task performance. To address this, we propose a branch backdoor-based model watermarking protocol named BranchWM to protect the intellectual property of the model. This protocol adopts a construction based on a message authentication scheme as the branch indicator, following a comparative analysis with other secure cryptographic primitives. We prove the lossless performance of the protocol by reduction. In addition, we analyze potential threats to the protocol and present a secure and feasible watermarking instantiation for language models. We further conduct empirical evaluations of the instantiated BranchWM, demonstrating its effectiveness and security for ownership verification. © 2025 IEEE."
A comprehensive survey of watermarking techniques for copyright protection and integrity verification on DNNs and generative models,"Liu, Xinyun; Xu, Ronghua",2026,Discover Applied Sciences,10.1007/s42452-026-08576-3,https://www.scopus.com/pages/publications/105038556590?origin=resultslist,"Deep neural networks (DNNs) have made remarkable progress in recent years and are widely applied across many fields. Trained DNNs are valuable assets due to their dependence on large volumes of quality data, expensive computational resources, and the development of sophisticated architectures. However, their increasing vulnerability to intellectual property (IP) infringement, including unauthorized use, replication, and redistribution, underscores the critical need for adequate copyright protection and integrity verification. DNN model watermarking has emerged as a promising solution to these challenges by embedding imperceptible identifiers into models. This survey provides a concise yet comprehensive state-of-the-art review of watermarking techniques focusing on DNN models and generative models, especially for Generative Adversarial Networks (GANs), and Diffusion models. We propose a taxonomy that analyzes existing methods by considering watermark-embedding strategy, robustness to various attacks, and impact on model performance. Specifically, we explore watermarking methods for generative models, including GANs and Diffusion models, and highlight the unique challenges posed by their complex output generation processes. Additionally, we provide a comprehensive comparison of evaluation metrics for existing watermarking methods. Furthermore, we identify challenges in watermarking techniques for model protection and integrity verification. Finally, we outline future directions, including universal watermarking frameworks, certified watermarking techniques, provenance for collective model training, robust watermarking strategies for LLMs, and a unified evaluation protocol and benchmark. © The Author(s) 2026."
N-gram Sliding Window Watermarking,"Su, Qifeng; Wu, Zhicong; Shi, Xiaodong",2025,Communications in Computer and Information Science,10.1007/978-981-96-9994-0_37,https://www.scopus.com/pages/publications/105012494606?origin=resultslist,"Recent advancements in Natural Language Processing (NLP) have significantly enhanced the capabilities of large language models (LLMs) in generating complex texts such as narratives and dialogues. However, there is difficulty distinguishing between human-generated and machine-generated texts, coupled with the potential for malicious misuse (e.g., generating fake news and phishing emails). Text watermarking has emerged as a promising solution to mitigate these risks by embedding imperceptible, hidden information within texts that are detectable through specialized algorithms. Although there exist various methods devoted to embedding watermarks into texts generated by large language models, they face challenges in real-time environments where LLMs function as black boxes without direct decoding manipulation. To address these limitations, we introduce an innovative model-free watermarking technique that uses post-processing to embed watermarks without altering the decoding process. This technique leverages a comprehensive static table of n-gram synonym pairs, selected based on semantic similarity, to ensure the watermarks' traceability without compromising the semantic quality of the text. Preliminary results demonstrate that our approach significantly enhances the efficiency of watermarking in black-box model settings. It maintains fast processing speeds while ensuring the detectability and integrity of the watermarks. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025."
Review of watermarking for deep neural networks; [深度神经网络模型水印研究进展],"Tan, Jingxuan; Zhong, Nan; Guo, Yusheng; Qian, Zhenxing; Zhang, Xinpeng",2024,Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology,10.13255/j.cnki.jusst.20230912001,https://www.scopus.com/pages/publications/85199067879?origin=resultslist,"With the successful application of deep neural networks (DNN) in many fields, deep model intellectual property protection technologies represented by neural network watermarking have received widespread attention in recent years. An overview of existing DNN model watermarking methods was provided in this paper. According to the different conditions required for extracting watermarks, watermarks were classified into three categories: white-box watermarking, black-box watermarking, and box-free watermarking. Furthermore, various methods were categorized according to different watermark embedding mechanisms or applicable model objects, and an in-depth analysis was conducted on the main principles, implementation approaches, and development trends of these methods. Subsequently, a systematic summary and classification of attack methods on model watermarking were provided, revealing the main threats and security issues faced by neural network watermarking. On this basis, performance comparison and analysis were conducted on representative methods in each category of model watermarks, which clarified their advantages and disadvantages to help researchers choose appropriate watermark methods based on actual application scenarios. Finally, the challenges of current deep neural network model watermarking were discussed, and potential future research directions were envisioned to provide references for related research. © 2024 Shanghai Institute of Mechanical Engineering. All rights reserved."
Dynamic Watermarking for Multi-Tenant SaaS Applications,"Tyagi, Reshu; Singh, Swati; Takuli, Arun Kumar; Bhardwaj, Ahimsa",2025,Digital Watermarking in Cloud Environments For Copyright Protection,10.4018/979-8-3373-3785-2.ch014,https://www.scopus.com/pages/publications/105018898541?origin=resultslist,"Dynamic watermarking is a paramount tool for protecting intellectual property and sensitive data in multi- tenant SaaS (Software- as- a- Service) environments. In this paper, we present a new dynamic watermarking model designed for multitenant SaaS applications where various clients share resources and infrastructure. Compared to static watermarking, dynamic watermarking enables the application of individual, tenant- related watermarks at runtime without compromising performance or user experience for data streams, reports, or application content. The framework utilizes tenant- aware contextual metadata to create, embed, and trace watermarks, enabling the detection of traceable data leakage, unauthorized data sharing, and audit approaches. Strong cryptographic techniques are used to protect against tampering, watermark removal, or collusion attacks, thereby upholding the integrity and non- repudiation of the watermarking procedure. © 2026, IGI Global Scientific Publishing. All rights reserved."
Low-Entropy Watermark Detection via Bayes' Rule Derived Detector,"Huang, Beining; Su, Du; Sun, Fei; Cao, Qi; Shen, Huawei; Cheng, Xueqi",2025,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2025.findings-acl.739,https://www.scopus.com/pages/publications/105028581888?origin=resultslist,"Text watermarking, which modify tokens to embed watermark, has proven effective in detecting machine-generated texts. Yet its application to low-entropy texts like code and mathematics presents significant challenges. A fair number of tokens in these texts are hardly modifiable without changing the intended meaning, causing statistical measures to falsely indicate the absence of a watermark. Existing research addresses this issue by rely mainly on a limited number of high-entropy tokens, which are considered flexible for modification, and accurately reflecting watermarks. However, their detection accuracy remains suboptimal, as they neglect strong watermark evidences embedded in low entropy tokens modified through watermarking. To overcome this limitation, we introduce Bayes' Rule derived Watermark Detector (BRWD), which exploit watermark information from every token, by leveraging the posterior probability of watermark's presence. We theoretically prove the optimality of our method in terms of detection accuracy, and demonstrate its superiority across various datasets, models, and watermark injection strategies. Notably, our method achieves up to 50% and 70% relative improvements in detection accuracy over the best baselines in code generation and math problem-solving tasks, respectively. © 2025 Association for Computational Linguistics."
"The Good, the Bad and the Ugly: Meta-Analysis of Watermarks, Transferable Attacks and Adversarial Defenses","Głuch, Grzegorz; Turan, Berkant; Nagarajan, Sai Ganesh; Pokutta, Sebastian",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048594388?origin=resultslist,"We formalize and analyze the trade-off between backdoor-based watermarks and adversarial defenses, framing it as an interactive protocol between a verifier and a prover. While previous works have primarily focused on this trade-off, our analysis extends it by identifying transferable attacks as a third, counterintuitive, but necessary option. Our main result shows that for all learning tasks, at least one of the three exists: a watermark, an adversarial defense, or a transferable attack. By transferable attack, we refer to an efficient algorithm that generates queries indistinguishable from the data distribution and capable of fooling all efficient defenders. Using cryptographic techniques, specifically fully homomorphic encryption, we construct a transferable attack and prove its necessity in this trade-off. Finally, we show that tasks of bounded VC-dimension allow adversarial defenses against all attackers, while a subclass allows watermarks secure against fast adversaries. © 2025 Neural information processing systems foundation. All rights reserved."
Intellectual Property Protection of Deep Neural Network Models Based on Watermarking Technology; [基于水印技术的深度神经网络模型知识产权保护],"Jin, Biao; Lin, Xiang; Xiong, Jinbo; You, Weijing; Li, Xuan; Yao, Zhiqiang",2024,Jisuanji Yanjiu yu Fazhan/Computer Research and Development,10.7544/issn1000-1239.202440413,https://www.scopus.com/pages/publications/85206143438?origin=resultslist,"Constructing an excellent deep neural network (DNN) model requires a large amount of training data, high-performance equipment, and profound expertise and knowledge. Therefore, DNN models should be regarded as the intellectual property (IP) of their owners. Protecting the IP of a DNN model also underscores the appreciation for the value of the data elements integral to its development and training process. However, DNN models are vulnerable to attacks such as theft, tampering, and illegal dissemination by malicious users. The quest for effective strategies to protect their IP has emerged as a pivotal area of academic research and an urgent challenge confronting the industry. Unlike existing related reviews, we focus on the application scenarios of DNN model watermarking. We mainly review the methodologies for DNN model IP protection based on watermarking technology from two dimensions: robust model watermarking for model copyright declaration and fragile model watermarking for model integrity verification. We discuss their characteristics, advantages, and limitations. Additionally, we elaborate on the practical application of DNN model watermarking technology. Finally, by summarizing the common technologies of various methods, we prognosticate future research directions for DNN model IP protection. © 2024 Science Press. All rights reserved."
Turning Distillation against Obfuscation: A Recovery Framework for DNN White-Box Watermarks,"Pouresmaeil, Mahdieh; Bellafqira, Reda; Kallas, Kassem; Quellec, Gwénolé; Coatrieux, Gouenou",2026,IHandMMSec 2026 - Proceedings of the 14th ACM International Conference on Information Hiding and Multimedia Security,10.1145/3785353.3815095,https://www.scopus.com/pages/publications/105043418764?origin=resultslist,"White-box watermarking embeds ownership signatures directly into DNN parameters, yet it faces a critical blind spot: topology-altering obfuscation. By modifying a model's internal structure while preserving its input-output behavior, an attacker can misalign the watermark from its expected parameter locations, causing standard white-box extractors to fail. We investigate whether existing white-box watermarks remain verifiable after such attacks by introducing Distillation-as-Defense: rather than reversing the obfuscation, we distill the obfuscated model (Teacher) into a student with the original architecture, forcing it to reconstruct the functional watermark representation. We systematically evaluate ten white-box watermarking schemes - eight static (weight-based) and two dynamic (activation-based) - across classifiers, generative models, and transformers. Dynamic methods consistently recover their watermarks under feature-map alignment distillation, while most static methods fail on deep architectures due to internal representation redundancy. These findings reveal that current white-box schemes were not designed with distillation robustness in mind. We conclude that resistance to distillation is a necessary condition for a white-box watermark to withstand topology-altering obfuscation, and we discuss a concrete design guidelines toward this goal. © 2026 Copyright held by the owner/author(s)."
Box-Free Model Watermarks are Prone to Black-Box Removal Attacks,"An, Haonan; Hua, Guang; Lin, Zhiping; Fang, Yuguang",2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2026.3688047,https://www.scopus.com/pages/publications/105037884975?origin=resultslist,"Box-free model watermarking is an emerging technique to safeguard the intellectual property of deep learning models, particularly those for low-level image processing tasks. Existing works have verified and improved its effectiveness in several aspects. However, in this paper, we systematically investigate the vulnerability and demonstrate that box-free model watermarking is prone to removal attacks, even under the real-world threat model such that the protected model and the watermark extractor are in black boxes. Under this setting, we carry out three studies. 1) We develop an extractor-gradient-guided (EGG) remover and show its effectiveness when the extractor uses ReLU activation only. 2) More generally, for an unknown extractor, we leverage adversarial attacks and design the EGG remover based on the estimated gradients. 3) Under the most stringent condition that the extractor is inaccessible, we design a transferable remover based on a set of private proxy models. In all cases, the proposed removers can successfully remove embedded watermarks while preserving the quality of the processed images, and we also demonstrate that the EGG remover can even replace the watermarks. Extensive experimental results verify the effectiveness and generalizability of the proposed attacks, revealing the vulnerabilities of the existing box-free methods and calling for further research. © 1979-2012 IEEE."
